CookerStat, GenerateAssetRegistry=0.019923, Initialize=0.108071, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8121F87A46E5BCD67FD93BA9CCE222FC__1_0_13123_0, StartTime=2016.04.22-16.52.06, HierarchicalDDC=, DataSize=458, Duration=1.540765, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
SavePackageTransactionId2DD09D934BC5098E5093F1A84D2BC794_10, Filename=../../../../../../Users/AdamEdinburgh/Documents/GitHub/WorldShiftBase/WorldShiftBase/Content/FromPrototype/Blueprints/PlayerDummy.uasset, AutoPackageBackupDelegate=16.342550, FlushAsyncLoading=0.012677, FlushStreamingFunc=0.052527, BlockTillAllRequestsFinished=0.006039, ResetLoadersForSaveUnMarkAllObjects=0.227008, TagPackageExports=204.589325, BeginCacheForCookedPlatformData=0.006642, SerializeImports=206.694901, GatherLocalizableTextData=138.404984, MarkNames=1.241609, SerializeSummary=0.031393, SerializeNames=1.190592, SerializeGatherableTextData=1.361754, BuildExportMap=2.169266, SortExportsNonSeekfree=53.359238, SortExportsSeekfreeConstructor=0.078186, SortExportsSeekfreeInner=226.694962, SortExportsSeekfree=0.008754, BuildDependencyMap=2.961081, SerializeImportMap=0.061277, SerializeExportMap=0.820495, SerializeDependencyMap=0.248745, SerializeStringAssetReferenceMap=0.005431, SaveThumbNailsAssetRegistryDataWorldLevelInfo=29.740017, SerializeExports=254.010620, SerializeBulkData=0.011474, MoveFile=3.742028, UnaccountedTime=2.217568, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_45, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D53FB1294E5FFB3A7B0AB6BA99CE2389__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=458, Duration=1.730341, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_45, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F1F9514E4F7FB49C8507619D1F050005__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=428, Duration=1.861054, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_37, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4DC33A894B06B6C467376EA342207B36__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=729, Duration=3.712144, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_46, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E359E987471D2B18E5AAF19B7D07D7CA__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=819, Duration=3.579620, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_46, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EC167B9B4A27752DCCDE9E873BF57865__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=537, Duration=39.512280, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_47, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_796DF4A843DDD54FFFE146897BD8F18B__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=1216, Duration=4.831489, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_38, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3C1B128845E60AAAB0E6F78FB66539DB__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=506, Duration=1.361150, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_39, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4BF063FB4365C777CCE735983634531C__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=366, Duration=1.159195, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_40, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_12752969417098F1C68EE0A7B3A42259__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=506, Duration=1.312248, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_41, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_41EBE66E4C2074DBF94FDA8BBB5689AC__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=451, Duration=1.272399, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_48, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B0D005CB44942E35153557988332D7C1__1_0_13123_0, StartTime=2016.04.22-17.10.07, HierarchicalDDC=, DataSize=347, Duration=4.281782, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdA3039E5140E09DFD238C9F9C7282B1C0_6, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8C44BACE4E04BE00E269E2948CB1F0EC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=122.808960, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId414416554B1C68119B7B448784896203_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1AA1DAF4BFDC2944600ABA0C30FFCE4_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=67.393356, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_49, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1AA1DAF4BFDC2944600ABA0C30FFCE4__D6D138730AAD6CF1477F834846948AF966A77AF3, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=524550, Duration=4.388947, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_47, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1AA1DAF4BFDC2944600ABA0C30FFCE4__B9B3A19E7D26B795653DED2A33E76B15B31640B1, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=131332, Duration=6.550059, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_42, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1AA1DAF4BFDC2944600ABA0C30FFCE4__BC9075FCF0C4ADCBF43930A5812B06F1CC8DAB69, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=33028, Duration=11.985906, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId414416554B1C68119B7B448784896203_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D4195E2C4C5C4CBEEC3846BEB1661A12_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=12.008544, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_50, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1AA1DAF4BFDC2944600ABA0C30FFCE4__0B85878856E82D39F099330682C97FF5D5877141, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=8452, Duration=3.393669, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_48, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1AA1DAF4BFDC2944600ABA0C30FFCE4__5E3F9DBF35CA65910ED6100B1C34EB15E8DDF7B7, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=4437, Duration=3.449514, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_51, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D4195E2C4C5C4CBEEC3846BEB1661__283D65CF57EEFC56370DEEFD386A7C52AE995B95, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=16647, Duration=3.553663, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_49, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D4195E2C4C5C4CBEEC3846BEB1661__055F0AE1DBF841464057497C0784B88E79580B42, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=6309, Duration=3.550038, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId414416554B1C68119B7B448784896203_5, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_69ED0BD847881FC9A76266A702DD0BEB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=5.318113, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_43, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_69ED0BD847881FC9A76266A702DD0BEB__00114ED9E9C4C780E341510A0FC50D76597F62A6, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=8452, Duration=3.808744, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_52, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_69ED0BD847881FC9A76266A702DD0BEB__F2FE49BEEFB740538BAA058428B4BCEF73DAF805, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=3559, Duration=3.771309, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId414416554B1C68119B7B448784896203_6, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E7705CF348E427A130374BB26F05941D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=0.327233, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_50, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E7705CF348E427A130374BB26F059__03E4477E34C9C15B34C926248003EA4AEFF9B288, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=6014, Duration=4.041184, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId414416554B1C68119B7B448784896203_7, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_6C163AF942F7115E3195588A4E8645B0_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=0.199839, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_44, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_6C163AF942F7115E3195588A4E8645B0__CF840FC618B87515A97D9FB313ED763257D512D0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=3267, Duration=4.011605, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_53, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8C44BACE4E04BE00E269E2948CB1F__B0796B7DC52A2C0442D5BD506FEDB8C60DB1D99F, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=1048841, Duration=6.289847, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_51, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8C44BACE4E04BE00E269E2948CB1F__B29523F120DA89B1C866E4B4B7F7AB435FACC379, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=262407, Duration=5.864807, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_45, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8C44BACE4E04BE00E269E2948CB1F__AFCF72A6ABDAE24D41C766753675373659E2E21C, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=65799, Duration=9.157952, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_52, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8C44BACE4E04BE00E269E2948CB1F__29C27CB6E352367F17CA849886AE3DB8D679D2C8, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=16647, Duration=7.242255, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_54, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8C44BACE4E04BE00E269E2948CB1F__739259BD804E2EBC13196B8B0F0052E0441C008A, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=7196, Duration=4.138693, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId414416554B1C68119B7B448784896203_8, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03831B4B44D49C43729D50A343D4247C_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=24.900076, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdA3039E5140E09DFD238C9F9C7282B1C0_7, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9D5D735E41E01C6C76C11395F15B6FCE_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=0.365868, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_46, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9D5D735E41E01C6C76C11395F15B6FC__8D630C015E85B1CB1CAD01D8121D2FF324299D86, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=33028, Duration=9.030256, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_55, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9D5D735E41E01C6C76C11395F15B6FC__D58EA0920CCC7F198206DF2065BF5CC322D418F5, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=11744, Duration=4.512109, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdA3039E5140E09DFD238C9F9C7282B1C0_8, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_862044824D59CA42CD3C37B02AD8BEE4_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.22-17.10.14, Duration=0.130109, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_53, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_862044824D59CA42CD3C37B02AD8BEE4_0__A04B3EE6113B520F8AB6C5A30CEE2D8F57D6CFC2, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=3250, Duration=7.730085, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_56, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03831B4B44D49C43729D50A343D4247__85FBCEFB1EE9BCDB69152CCEFB595BFA8241793B, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=2097414, Duration=9.752944, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_54, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03831B4B44D49C43729D50A343D4247__9E6E041B963A76B788E742290ECEB8318D64625A, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=524549, Duration=5.700588, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_47, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03831B4B44D49C43729D50A343D4247__386E6B65ADD0BCC21CF0059D823BB786D7257526, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=131333, Duration=5.426183, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_48, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03831B4B44D49C43729D50A343D4247__86BDDDF782C51B010A4A5C6E05552BF85D054CE5, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=33028, Duration=5.627837, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_55, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03831B4B44D49C43729D50A343D4247__478D632C3259F3BDCB07F5B08C1C09A12117D7CC, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=12624, Duration=5.530026, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_57, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F908B58B4FD260559C9DFF82B9E2C2B0__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=428, Duration=2.737094, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_56, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5481B1F64D95C3EF3E636A968C884996__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=729, Duration=5.705416, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_49, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D9FD64584F8EA3C7BA2A9AAB7D2FDF72__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=819, Duration=5.399317, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId3288C3AF44D88EF6D846BAA4E3B63178_58, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_06CA3AB24648F42DCBD1038D6022DCE3__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=537, Duration=49.983986, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_57, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4D3BA56F44130F30419026B1FEEE8BC5__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=1216, Duration=3.471855, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_50, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9424809B4EAB5ABF40131EBAD7240D73__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=506, Duration=1.437828, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_51, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D87C7F2044882BB4B0F9EFAFE858258C__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=366, Duration=1.104858, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_52, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EC9499894E69F61F1AD32388DA1D7B23__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=506, Duration=1.121461, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionIdEE05AF614977A76FC66992AD19BF5A7A_58, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5F552E44405DCC2215780DB994F726D4__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=451, Duration=3.304314, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
DDCTransactionId4F748DFF4D09F8951757B89C36B26879_53, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_534C038746E41F0BF111AF8C3DA681CD__1_0_13123_0, StartTime=2016.04.22-17.10.14, HierarchicalDDC=, DataSize=347, Duration=1.086142, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
SavePackageTransactionId2DD09D934BC5098E5093F1A84D2BC794_11, Filename=../../../../../../Users/AdamEdinburgh/Documents/GitHub/WorldShiftBase/WorldShiftBase/Content/Levels/MainLevel.umap, AutoPackageBackupDelegate=12.506034, FlushAsyncLoading=0.011470, FlushStreamingFunc=0.048298, BlockTillAllRequestsFinished=0.004832, ResetLoadersForSaveUnMarkAllObjects=63.833057, TagPackageExports=6.965138, BeginCacheForCookedPlatformData=0.005133, SerializeImports=8.376397, GatherLocalizableTextData=19.162052, MarkNames=0.162408, SerializeSummary=0.017509, SerializeNames=0.666838, SerializeGatherableTextData=0.110790, BuildExportMap=0.511374, SortExportsNonSeekfree=1.399186, SortExportsSeekfreeConstructor=0.057053, SortExportsSeekfreeInner=27.382381, SortExportsSeekfree=0.006642, BuildDependencyMap=0.211615, SerializeImportMap=0.066712, SerializeExportMap=0.070337, SerializeDependencyMap=0.016604, SerializeStringAssetReferenceMap=0.002414, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.114929, SerializeExports=13.613306, SerializeBulkData=37.937103, MoveFile=3.752593, UnaccountedTime=1.298059, RunGuid=RunID04556C734C39FA7C95F6ED8930DD5303
