CookerStat, GenerateAssetRegistry=0.036828, Initialize=0.128601, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
SavePackageTransactionId797A96DD42CC64BB0148A9850804E98B_0, Filename=../../../../../../Users/AdamEdinburgh/Documents/GitHub/WorldShiftBase/WorldShiftBase/Content/Levels/MainLevel.umap, AutoPackageBackupDelegate=7.349432, FlushAsyncLoading=0.012074, FlushStreamingFunc=0.051018, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=48.001320, TagPackageExports=0.880268, BeginCacheForCookedPlatformData=0.002414, SerializeImports=1.584537, GatherLocalizableTextData=3.922857, MarkNames=0.048298, SerializeSummary=0.019319, SerializeNames=0.343837, SerializeGatherableTextData=0.068825, BuildExportMap=0.207689, SortExportsNonSeekfree=0.115015, SortExportsSeekfreeConstructor=0.054941, SortExportsSeekfreeInner=10.271575, SortExportsSeekfree=0.006035, BuildDependencyMap=0.073660, SerializeImportMap=0.033509, SerializeExportMap=0.018414, SerializeDependencyMap=0.009660, SerializeStringAssetReferenceMap=0.001814, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.738684, SerializeExports=2.351299, SerializeBulkData=3.511097, MoveFile=3.723618, UnaccountedTime=1.398888, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7025B6C545E04468A8EE7CBDEFE513E1__1_0_13123_0, StartTime=2016.04.16-18.13.34, HierarchicalDDC=, DataSize=451, Duration=3.992889, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_19, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3943D601455E28E6A6AFCE9BAF8F9839__1_0_13123_0, StartTime=2016.04.16-18.15.01, HierarchicalDDC=, DataSize=411, Duration=10.895848, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_25, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CBC5B42A4CDBDC319B1240A1A88FA457__1_0_13123_0, StartTime=2016.04.16-18.15.01, HierarchicalDDC=, DataSize=347, Duration=6.901145, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_20, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E3489FF44DDBBA47E30FFFAE521EEAE4__1_0_13123_0, StartTime=2016.04.16-18.15.01, HierarchicalDDC=, DataSize=347, Duration=3.493894, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_26, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4B6BA88B4CEA9CD73A4CEB8E6A33C1B7__1_0_13123_0, StartTime=2016.04.16-18.15.03, HierarchicalDDC=, DataSize=411, Duration=3.337521, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_20, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8398C3354E308A85E2F849AF4A621F62__1_0_13123_0, StartTime=2016.04.16-18.15.03, HierarchicalDDC=, DataSize=347, Duration=4.531432, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_21, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5C8276494944AA4AB61ECAA52A2CC0FE__1_0_13123_0, StartTime=2016.04.16-18.15.03, HierarchicalDDC=, DataSize=347, Duration=5.299404, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_27, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_390A7159456D3B2BEF9F3A8EB0D3D60D__1_0_13123_0, StartTime=2016.04.16-18.15.03, HierarchicalDDC=, DataSize=347, Duration=2.084743, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_28, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8EA8A14646C24A260804C5A94C0072AF__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=411, Duration=1.948900, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_22, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0B53C7E34C05B3D2E36C46BCC16123F7__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=1.923241, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_21, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BFECBDE947F589A78714E780D5257C99__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=1.458958, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_29, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5EE721E748CB645D21469B974DE73655__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=2.150252, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_22, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_48FD858F4EED98C42888039CFC4FC09E__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=411, Duration=5.037978, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_23, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3E1883FD49D9DFD0D62683B9872B0BFF__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=5.865719, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_30, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_45AC1D66460E0336887503A52F1D7181__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=1.264855, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_31, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BFCFEA274A351D89B84A8BB751F811FD__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=2.580725, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_23, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6A077D164DB1791F9607D8A27A0AE912__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=7.855672, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_24, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D3C27480452B7BB482D1B5B1BC7A8596__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=411, Duration=2.460275, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_32, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1D3F927841B271D74FEF7DA0597FF981__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=3.963306, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_25, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E814884B498CBB38B9E154B21E35F208__1_0_13123_0, StartTime=2016.04.16-18.15.05, HierarchicalDDC=, DataSize=347, Duration=2.869919, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_24, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C3DF24404084AAFE67296391F3C8B9D6__1_0_13123_0, StartTime=2016.04.16-18.15.07, HierarchicalDDC=, DataSize=411, Duration=2.822824, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_33, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DD8668574B6CA3928462A1B88EEE6C33__1_0_13123_0, StartTime=2016.04.16-18.15.07, HierarchicalDDC=, DataSize=347, Duration=1.490053, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_26, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9B378C794BC770ED5D72A3B163019055__1_0_13123_0, StartTime=2016.04.16-18.15.07, HierarchicalDDC=, DataSize=347, Duration=2.015617, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_27, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86A70AD04811C86DB4962496DCCB5FDD__1_0_13123_0, StartTime=2016.04.16-18.15.07, HierarchicalDDC=, DataSize=347, Duration=19.755554, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_28, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5BAA6A0F47D73AA86424FD9BCD509A0E__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=411, Duration=3.349595, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_25, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_AE7ECD0242EC938708D4FE881F161648__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=4.670598, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_34, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_60F5FFF84F6B234534D9D9880084082A__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.524467, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_35, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A71FBFBB460FED760CB1CBA17929F9A2__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.317982, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_29, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9CC0DB14421003E30F74C4A6EEE31B0B__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=411, Duration=4.240427, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_36, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BE2F9B8D476DBFFFE48242B9F96AFB9F__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.203876, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_37, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8E3E65D5438BD19857D784A01317E8D1__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=6.707646, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_26, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3513B0C242CFFF693C700C8E84807A3F__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=6.692853, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_30, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7B3415D6449B47757002D9A84332B577__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=411, Duration=4.478000, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_38, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6AEC9C684FE6E21967297887FD33A8DC__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=2.031613, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_27, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5969F7EC4B50EEB4DB58DF98BF5EFA34__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.468014, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_28, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D64F9D9F440FBE40E76AF09DBD62C009__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=2.753697, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_39, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BBCCF6CB4A7E43C5BB4EB3BE5B82D8EF__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=411, Duration=2.309337, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_31, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_01E64D744B4332055D779493A40ABBD5__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.808833, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_40, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C704615B4F82509FC7BA4C9E73E4FF43__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=2.130929, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_29, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2A54EB764E73475D107B4DADD1BE831E__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=2.838220, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_32, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3151D2E14790835D6CD161A957F70819__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=411, Duration=3.655698, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_41, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B8BB68E64B1B7A60F9534C83A7AB8992__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.794342, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_30, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F96A46E74BD5CB374A3B2299045DF70B__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.445677, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_31, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B36917C34450CDE6D4DB978EED618078__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=411, Duration=3.285598, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_42, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A58B6FF44978BD04BC0B26AAB1A22870__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=3.084552, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_33, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3EC0498C431360B825E672B2C231C6F6__1_0_13123_0, StartTime=2016.04.16-18.15.11, HierarchicalDDC=, DataSize=347, Duration=1.359340, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_43, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8E0F162442FA3F9B2F358C8E62C63D92__1_0_13123_0, StartTime=2016.04.16-18.15.12, HierarchicalDDC=, DataSize=411, Duration=3.617663, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_32, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B2CD15CE46E7668F0E4739BF83041138__1_0_13123_0, StartTime=2016.04.16-18.15.12, HierarchicalDDC=, DataSize=347, Duration=1.869809, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_34, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D78B9CE94183F6BC3BE53390FA442ED3__1_0_13123_0, StartTime=2016.04.16-18.15.12, HierarchicalDDC=, DataSize=347, Duration=1.745436, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_33, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F64D85E24E9773DD97DF6985D2A99444__1_0_13123_0, StartTime=2016.04.16-18.15.12, HierarchicalDDC=, DataSize=347, Duration=2.312962, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_44, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_58BF67DF4776063A8B28C9BB411ABCCC__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=411, Duration=3.109608, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_34, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9DF55FAD4E1DF916380DCE968435CFD5__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.944179, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_35, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5B8A71FB4C5F31A5B10B90ABAC2FEF80__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=5.198274, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_35, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B6B8ADA74FFAFA2DE7593E8181708AEE__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=3.864594, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_45, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_57C381E24DC1A399154D55B9113EEEE2__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=411, Duration=1.391340, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_46, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5531E471471B25E4F9E6508B0A9B67DB__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=1.195423, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_36, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A63410054888AA0631CA7C8A4CBE7AE0__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.176814, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_47, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_589F9DC2447E3D5F01E24D8A3F4F81E9__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.091687, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_36, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C29232C1489D1C8265E6A1883D632EDF__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=411, Duration=4.908171, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_37, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C600605A4B4072B82EED65AED3EEA239__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.958972, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_48, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_06EFCE904CA950B6D213FD8B1DE3BA84__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=4.692033, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_38, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_439210C0486A17537283E9AFFF7299BE__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=4.477702, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_37, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6EDEC05842B735A16320BAA269BD1E48__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=411, Duration=1.225006, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_49, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9C13255345CB48596FA420B99BA90C0F__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=1.233459, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_38, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_03A1699548BD2D093FDF30868294ADF2__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.759732, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_50, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C63B473B482AF0CCB00C77AAF6FCB262__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.699059, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_39, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9BA19F73463E826F70261695016EEF99__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=411, Duration=1.936525, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_51, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DAD4B674C860BCE33B5ECA6B0228775__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=4.662748, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
